1 196.18375420570374 0.018177004981040953 0.1135
1 188.9922070503235 0.01815267245769501 0.1355
2 383.08925771713257 0.018046991038322448 0.2294
3 580.0304079055786 0.017949082636833192 0.2976
1 190.83029437065125 0.018189084005355835 0.101
2 388.1901590824127 0.018177979826927183 0.1155
3 582.7197468280792 0.018171390318870544 0.1135
4 777.1384983062744 0.01816575632095337 0.1135
5 973.9937567710876 0.018162046360969544 0.1135
6 1164.5349984169006 0.01815652720928192 0.1135
7 1360.5506179332733 0.01815426709651947 0.1135
8 1555.95299077034 0.018152852845191955 0.1135
9 1751.6915950775146 0.018148750519752503 0.1135
10 1947.5282728672028 0.018143855381011962 0.1135
1 168.3789258003235 0.017238372802734374 0.4501
2 357.15347266197205 0.00998662211894989 0.6576
3 548.945193529129 0.005014721548557282 0.8281
1 197.51561498641968 0.006846395111083985 0.8128
1 194.54377794265747 0.016708176231384278 0.2695
2 394.070942401886 0.008347195088863373 0.7635
1 206.45673036575317 0.017498925065994264 0.3728
2 407.91477966308594 0.008907655441761017 0.7529
1 196.13711214065552 0.01813078739643097 0.1188
1 200.30013966560364 0.017781483316421508 0.2616
2 411.5942852497101 0.00842097664475441 0.7533
1 190.72199702262878 0.01819355216026306 0.0982
1 185.5447998046875 0.017853997421264648 0.3103
2 386.92404413223267 0.0035903642147779463 0.8732
1 169.28820252418518 0.01486361846923828 0.3093
2 346.41815853118896 0.0029480814322829247 0.892
3 519.2502205371857 0.001999567240476608 0.9214
1 170.16494059562683 0.014957722687721253 0.4234
2 374.39195346832275 0.0028735387623310088 0.8901
3 585.5135610103607 0.0018648354791104794 0.9317
4 781.7688918113708 0.0013717445984482764 0.9497
1 168.2110345363617 0.01742617552280426 0.3342
1 168.40441632270813 0.1028
1 195.0842113494873 0.0958
1 209.00682878494263 0.0974
1 215.62291288375854 0.2038
2 431.1618113517761 0.7186
1 218.75509691238403 0.1135
2 438.9407641887665 0.1135
1 205.0634183883667 0.2152
